album_id,album_genres,album_release_date,album_popularity,year
2hwM2z7y5OWRkCZ9cPaOLq,,2008-10-14,55,2008
5EgFhEPaTv1PmbTd46uTPG,,2008-01-01,55,2008
2ZcceaFPxi5CuqoBUfedKn,,2008-04-25,60,2008
0lf5ceMub7KQhLfGxCdM06,,2008-09-12,56,2008
724hO8VLcKOz9b0y18wA8c,,2008-06-02,58,2008
6QtnCAFmqOwR75jOOmU7k9,,2008-01-01,75,2008
4Jh0a4YXdXmIMaB0oIWyqv,,2008-04-01,49,2008
7vzYp7FrKnTRoktBYsx9SF,,2008-12-02,58,2008
2d4tYx2ulDP1Kgudxsrs7B,,2008-04-01,62,2008
5BGzOpea6At0Nd7tYtYZOP,,2008-06-10,71,2008
2V99Z0aZgSK6XTbh19UYTU,,2008-09-23,58,2008
6QtnCAFmqOwR75jOOmU7k9,,2008-01-01,75,2008
5g8W4mhkTV4XZ4YuBmhSr3,,2008-01-01,51,2008
1UwzOp5hn3lAbOqsAfXBw8,,2008-05-01,71,2008
3qEFmt0o13JEKWOEkqDs4u,,2008,48,2008
7JeWY0pvC27pCgn5eiSeV6,,2008-08-12,74,2008
4OIcFaouZZHOK6HDQNPRYV,,2008-01-15,65,2008
3HfbZ0TmLbCesnG7tjf6Lh,,2008-11-05,62,2008
7JeWY0pvC27pCgn5eiSeV6,,2008-08-12,74,2008
4DkinXgFtxBHXsgZw3iP1k,,2008-11-03,51,2008
6MH3CAXp8AN8ELrbex18dM,,2008-01-01,62,2008
2ISXjEm0D4chvU2IDNvUqk,,2008-08-20,70,2008
6QtnCAFmqOwR75jOOmU7k9,,2008-01-01,75,2008
3JSWZWeTHF4HDGt5Eozdy7,,2008-06-02,83,2008
5XEF3r3rrj8lxoEWKSBnke,,2008,54,2008
1PKBHS23j0Hujx8C2sCbqo,,2008-01-01,64,2008
724hO8VLcKOz9b0y18wA8c,,2008-06-02,58,2008
1Z5oeufZDMMzL8ZlWTZrQg,,2008-01-01,73,2008
0RxiXc9NOzT4H71lTTIb43,,2008-04-22,52,2008
3D278bVsRcK48RvV5yLVt8,,2008-07-08,54,2008
1GjjBpY2iDwSQs5bykQI5e,,2008,73,2008
4OIcFaouZZHOK6HDQNPRYV,,2008-01-15,65,2008
1v1i6nqVmLWXKv2a7ByqxJ,,2008-01-01,61,2008
2WwacEFBdZJezRAgBMqPWR,,2008-08-12,64,2008
4iOZcdVCjvzbqaUIqL6p5c,,2008-01-22,51,2008
5XwXBRHD4t7yKAHY5Smb8j,,2008-10-14,62,2008
6wmbkqwaT1z87mPMKxxhfN,,2008-01-01,53,2008
50kPvqerqvDdl0JoWNMukp,,2008-11-24,49,2008
5CZR6ljD0x9fTiS4mh9wMp,,2008-09-23,78,2008
3MHTGwjWJhfcc3yBnvo6yh,,2008-01-01,53,2008
3i67sGIVw8EBlgfSRv3Lj2,,2008-05-13,69,2008
6QtnCAFmqOwR75jOOmU7k9,,2008-01-01,75,2008
348K6QH725oW2W78lvSy1Y,,2008-01-01,51,2008
3NSb7dq7re8pssO2ukY1ta,,2008-03-17,49,2008
0DFhIlgm33q5dTFoz5uH1v,,2008,62,2008
41p3yyF17iCI6QjsfGd9rB,,2008-12-15,61,2008
6j8k5gIeWzXapGKTVaZzER,,2008-01-01,66,2008
2D29csBmorIMYOFf60TuZe,,2008-09-30,53,2008
2iKe0QhSWxNuyiUlzmJpTs,,2008-08-01,58,2008
4pdU7xetOuKZTvpqW5Kor8,,2008-06-10,50,2008
0GQ9AZBJSj109gmSdSrviC,,2008-10-28,73,2008
3UEZrwx6H0nszMN2g15JoD,,2008-05-03,50,2008
5BGzOpea6At0Nd7tYtYZOP,,2008-06-10,71,2008
6c65k7oQyZ1VIaDvOlOwQT,,2008-08-07,48,2008
5MLBEmgDNIltSfxvXesq9s,,2008-12-08,69,2008
1o1N0DtLWIl481bkYhs6Y0,,2008-09-12,50,2008
0r2BUyPTmpbfuz4rR39mLl,,2008-06-17,67,2008
2pPNC9cSF3mhMZcT7t3iw7,,2008,48,2008
59ULskOkBMij4zL8pS7mi0,,2008-01-28,71,2008
4qnTzXaGBJnb11UMPAILO0,,2008-07-22,47,2008
4yATru0hY3VgRHSreswbGj,,2008-04-29,53,2008
58phrarDe6ZFupwWSkNSqe,,2008-01-01,64,2008
0hFWapnP7orzXCMwNU5DuA,,2008-08-22,68,2008
5TAmG2iyx5BRYR2z8f9xUd,,2008-01-01,49,2008
3B80b6IGp3cnt5r190PwvZ,,2008-09-08,54,2008
3B80b6IGp3cnt5r190PwvZ,,2008-09-08,54,2008
2cKZfaz7GiGtZEeQNj1RyR,,2008-01-01,67,2008
0X4XyC6gwsBtEO2iJlSJgw,,2008-01-01,54,2008
0e2vlZj9wAALaxr5Bhxvw8,,2008-01-01,58,2008
4p7YUpyEWoFheYconnjTqh,,2008-10-14,57,2008
7mDkWKTghwBDuHCJmH6qR5,,2008-09-23,66,2008
04VE36yBM6GyJpDtD61e0p,,2008-01-28,52,2008
1LOJfNDxQhbpssKx7oM7at,,2008-10-24,71,2008
1CEODgTmTwLyabvwd7HBty,,2008-05-26,78,2008
2xaFAO5ejxbxjL5gund9Dk,,2008,56,2008
0Ug5scDXUIgGN8yanDBLQw,,2008-11-18,68,2008
41IP9lFnr47DjjAsC4HFSr,,2008,55,2008
6QtnCAFmqOwR75jOOmU7k9,,2008-01-01,75,2008
67v63ubEsvDUQkYMzI7A9t,,2008-06-17,74,2008
7C7OFtcJyns1tygKSowvzO,,2008-07-21,57,2008
1dsx7hZiQeXIMDZ1dVgt5K,,2008-01-01,51,2008
2CbLBSlkvh2vR4JRLDRQso,,2008-10-13,59,2008
3WFTGIO6E3Xh4paEOBY9OU,,2008-11-24,79,2008
6hz9f6H7URtoigU517WjD6,,2008-04-29,66,2008
5KKxEtFNVGT76vGIpXoRCm,,2008-08-26,51,2008
5XSafkJAUVR8j93pUysl8a,,2008-07-08,45,2008
4Dgxy95K9BWkDUvQPTaYBb,,2008,68,2008
0hPTfEHw7txkVI02ojk8Ch,,2008-01-01,45,2008
0KzE84u9io1eWxWSs9SmSY,,2008-04-01,72,2008
3i67sGIVw8EBlgfSRv3Lj2,,2008-05-13,69,2008
5GRnydamKvIeG46dycID6v,,2008-06-03,65,2008
7bomhBj43r4bhkdFLNoQEe,,2008-10-14,58,2008
5tvHSuAIkmG9UD8jAmnXup,,2008-01-01,52,2008
3qFui1PcteHFky44CeUflG,,2008-01-01,56,2008
1C2h7mLntPSeVYciMRTF4a,,2008-02-08,78,2008
6rIeG5N7Dr1KxvmCMigPcK,,2008-01-01,63,2008
1UjziXy5WUcJkEkmHJKLDZ,,2008-01-15,64,2008
431AISQsFUi33lirU9vNI5,,2008-09-10,52,2008
58phrarDe6ZFupwWSkNSqe,,2008-01-01,64,2008
71vYvO6c9Wzh06fZPHXj3z,,2008-09-09,45,2008
6bE37X0KW4GckXJaD2GQb8,,2008-12-15,58,2008
2x2VoPa1pG2jSElA73a9Xa,,2008-03-07,54,2008
2iKe0QhSWxNuyiUlzmJpTs,,2008-08-01,58,2008
20zEC2MzU2qsYJaW73hiw4,,2008-07-01,57,2008
4p64nRgh9PnMvojkk2Xj4t,,2008-01-01,52,2008
5CZR6ljD0x9fTiS4mh9wMp,,2008-09-23,78,2008
3yx8gEFlojRtt2WBhmxwfg,,2008-03-25,55,2008
0KzE84u9io1eWxWSs9SmSY,,2008-04-01,72,2008
11sKu4dBGvmEZTuVw9EC9A,,2008-10-27,51,2008
5zM1UII5gHlU9hIybU759L,,2008-01-01,53,2008
2cKZfaz7GiGtZEeQNj1RyR,,2008-01-01,67,2008
0dvStBuexp9Chq1hg3Yjes,,2008-01-01,53,2008
7LP8ofOXYH2AGzc8ZCt0Oe,,2008-12-06,63,2008
1e1TXaL2BLrWwtLD3vteNo,,2008-01-01,50,2008
2wkmIPd9my2KpsBgZZer7e,,2008-10-28,46,2008
4zTHXE6FYzyKOlPswHAsUR,,2008-01-01,52,2008
6zAy8yhXyey4JitXpszFh7,,2008-11-11,60,2008
4VthH60GXdvR7Y6FtkCiDb,,2008-12-16,58,2008
3xbWu3mLkkWZvgHtExIaKZ,,2008-01-01,55,2008
26OZ2w8TlwMUmA0GMpQL1U,,2008-10-14,58,2008
4Usx75m9IrKX0GBL8y6XZr,,2008-01-01,56,2008
3WFTGIO6E3Xh4paEOBY9OU,,2008-11-24,79,2008
5BGzOpea6At0Nd7tYtYZOP,,2008-06-10,71,2008
08XFx1OZMZnRCh0JrKTIgT,,2008-11-17,75,2008
4ojff242HSHbiBz4JpV7Kg,,2008-01-01,51,2008
20zEC2MzU2qsYJaW73hiw4,,2008-07-01,57,2008
7EJ0OT5ZqybXxcYRa6mccM,,2008-02-19,69,2008
0e2vlZj9wAALaxr5Bhxvw8,,2008-01-01,58,2008
1uyF93NDsuRn4LqZIl3lyY,,2008-05-07,66,2008
7FErRFVQYaG2c0UUBapFGT,,2008-08-19,47,2008
0msDLgGPTbHmgPwY4yYRkn,,2008-06-21,52,2008
0GQ9AZBJSj109gmSdSrviC,,2008-10-28,73,2008
6YN8jfCZLngnYeAoaWy4RC,,2008-10-14,57,2008
4iUwiEhZk4bbaoA6qiZSy6,,2008-01-01,47,2008
3HfbZ0TmLbCesnG7tjf6Lh,,2008-11-05,62,2008
3BxWiuHL0AuFxpnVLTVmEC,,2008-01-01,50,2008
2DyjbFqAX5Yxoh3EFMMXh7,,2008-09-23,56,2008
77SYWAhk2266QhyNRXQfmK,,2008-08-05,44,2008
3mb6QMOelljOicaqCo4F6i,,2008-01-01,63,2008
2dqn5yOQWdyGwOpOIi9O4x,,2008-11-11,67,2008
0hFWapnP7orzXCMwNU5DuA,,2008-08-22,68,2008
7HJSVyFzG1sM02weSAqhdH,,2008-03-18,68,2008
7Hk9WbjPbN1n2GXaK7aldw,,2008-03-21,58,2008
5CZR6ljD0x9fTiS4mh9wMp,,2008-09-23,78,2008
5XwXBRHD4t7yKAHY5Smb8j,,2008-10-14,62,2008
69d6G8jlDQXmnpP4aV3azk,,2008,46,2008
320IHgTaLRjvcRhyfmYbk7,,2008-06-24,60,2008
3alkenV3DutbhsbuFhqq79,,2008-07-01,55,2008
4OIcFaouZZHOK6HDQNPRYV,,2008-01-15,65,2008
1LOJfNDxQhbpssKx7oM7at,,2008-10-24,71,2008
0HWHNaD8qGNRT7UMCu5z7H,,2008-01-01,48,2008
3dFuEcl4rdwVFH3CWYgRPJ,,2008-01-01,59,2008
4kXc4XcGYOpHpXRlWq1RFi,,2008-06-09,50,2008
3j0GCUTDz53x9Mzl8L1Fwz,,2008-09-30,59,2008
7vzYp7FrKnTRoktBYsx9SF,,2008-12-02,58,2008
3WFTGIO6E3Xh4paEOBY9OU,,2008-11-24,79,2008
3BCMpDOcQlbCZpf5vnTadZ,,2008-01-01,63,2008
75lIR4lwBkSh39CpLdi8hb,,2008-01-01,48,2008
6QtnCAFmqOwR75jOOmU7k9,,2008-01-01,75,2008
2qHx80OL5EyqiEqGBvoVWu,,2008-08-05,45,2008
3WFTGIO6E3Xh4paEOBY9OU,,2008-11-24,79,2008
0wTmt1Of8tGhis8A2TOKbA,,2008-01-01,53,2008
2dqn5yOQWdyGwOpOIi9O4x,,2008-11-11,67,2008
0lf5ceMub7KQhLfGxCdM06,,2008-09-12,56,2008
3qUj1FW2OLU0Xcm7JDkIKW,,2008-01-01,44,2008
6KOWjVP0mh5rOqmzm4tkPD,,2008-12-10,60,2008
6RCEPR3vf58GQTK2sT1cQP,,2008-09-30,51,2008
5XwXBRHD4t7yKAHY5Smb8j,,2008-10-14,62,2008
3MAavJryyyldhnZGkgMr2T,,2008-01-01,52,2008
3UBjWaGRf6ppcvnJd9M9UC,,2008-01-01,60,2008
0GQ9AZBJSj109gmSdSrviC,,2008-10-28,73,2008
62WpT7OULJFmbpS9CAWD7b,,2008-01-24,52,2008
0GOyWcbeMSqnvMfCD1wQzt,,2008-01-01,46,2008
1lAcw28eXEykFsIBDWES4o,,2008,63,2008
2TJAjnZKucKaS4CKX0O4Vh,,2008-07-12,60,2008
1N4pAgoZjA2oGnh4bTk8oh,,2008-01-01,54,2008
2ofCEv0jsXtHPQZO7LJewH,,2008-11-17,44,2008
5MLBEmgDNIltSfxvXesq9s,,2008-12-08,69,2008
1h19AU04eolAfpQ3ywiQGX,,2008-07-01,47,2008
4fRZNOawjx1uzGLN3VhAZ4,,2008-01-01,65,2008
59ULskOkBMij4zL8pS7mi0,,2008-01-28,71,2008
67LRI6OGZ15nlOn7HOqpyM,,2008-09-09,50,2008
6lkYJczC6kpn439w7SVSQ6,,2008-10-01,49,2008
6RU7Qo0oVDHePofiPH9GXZ,,2008-01-01,44,2008
3wuqANmAR2G8MPIyhLqoP4,,2008-07-25,51,2008
2qZLEQ9KsfExIhQKJF3VkD,,2008-10-22,52,2008
2UYxjXHKm1JDT6JA7OSeR6,,2008-09-02,68,2008
7G84Q2FcA43cjLeWBSIedv,,2008-04-29,54,2008
28TGJw8USasFL2hT8VHYaB,,2008-12-01,44,2008
4cRB1vYHEoasDzu5HN5k2D,,2008-01-01,49,2008
2hWSBJTWE0ce0NqJv2vzCc,,2008-07-14,62,2008
1prhMiPHHEEzK5ueEx2vWB,,2008-09-30,52,2008
0usoUmIYyLaIk9ziGojF8a,,2008-10-03,45,2008
6QtnCAFmqOwR75jOOmU7k9,,2008-01-01,75,2008
6I2DFKuP1jIsibWllFGY3Q,,2008-10-13,55,2008
04VE36yBM6GyJpDtD61e0p,,2008-01-28,52,2008
1Rrqz4UccdnB1w4V4y2zYL,,2008-04-22,52,2008
7G84Q2FcA43cjLeWBSIedv,,2008-04-29,54,2008
5doKZJ05r4UbAp9rmpDRDD,,2008-01-01,61,2008
0s8ImVdy8zLd19wySRzk1s,,2008-01-01,55,2008
6QlW96KZrbxk0u5MiTMkDK,,2008-11-14,49,2008
78LGjDUuu5dQZRfbrFQ2Ys,,2008-07-23,60,2008
2yvMWRuWOjzY1OhZfJfC96,,2008-04-25,57,2008
59ULskOkBMij4zL8pS7mi0,,2008-01-28,71,2008
0rtsxbXUaH6OlDKiwwoMD8,,2008-01-01,57,2008
1N4pAgoZjA2oGnh4bTk8oh,,2008-01-01,54,2008
3hqfZkAkGENyOubiN2wDJe,,2008-10-16,44,2008
2GQBFqddL3YTmdNmt8Su0r,,2008-02-12,52,2008
2UYxjXHKm1JDT6JA7OSeR6,,2008-09-02,68,2008
4ink40ehZLl2rWbpy5V3FO,,2008-01-02,53,2008
6freV6eqxuFjSr3E93Oqtz,,2008-01-01,54,2008
2UYxjXHKm1JDT6JA7OSeR6,,2008-09-02,68,2008
0lf5ceMub7KQhLfGxCdM06,,2008-09-12,56,2008
3vxZB1CdTLI4WicI7YWr2Y,,2008-09-01,56,2008
2peB0xKYHSlIWc5boFA6PW,,2008-05-27,67,2008
5XEF3r3rrj8lxoEWKSBnke,,2008,54,2008
14emdMLeIWpokV9l8Xgobb,,2008-10-25,49,2008
2V99Z0aZgSK6XTbh19UYTU,,2008-09-23,58,2008
320IHgTaLRjvcRhyfmYbk7,,2008-06-24,60,2008
4qYSyA9eRrQwwf0fkuIFdV,,2008-07-02,51,2008
4eBbbm4yQuCwAbsQ9iuNkF,,2008-04-14,49,2008
4b2zuwf7CPesdiTg1kFDjU,,2008-11-28,52,2008
5XwXBRHD4t7yKAHY5Smb8j,,2008-10-14,62,2008
2qZLEQ9KsfExIhQKJF3VkD,,2008-10-22,52,2008
4fRZNOawjx1uzGLN3VhAZ4,,2008-01-01,65,2008
724hO8VLcKOz9b0y18wA8c,,2008-06-02,58,2008
14emdMLeIWpokV9l8Xgobb,,2008-10-25,49,2008
5j1wrOAOm5KFd17pPiSvle,,2008-03-17,73,2008
4bzNinbJcnth182w03fSL2,,2008-01-01,45,2008
2VEuUgMk7r1fFYQ4toPVHc,,2008-10-31,50,2008
6uhfP1BIgi9P4pkdX7gApL,,2008-09-23,54,2008
6j8k5gIeWzXapGKTVaZzER,,2008-01-01,66,2008
0msDLgGPTbHmgPwY4yYRkn,,2008-06-21,52,2008
7EJ0OT5ZqybXxcYRa6mccM,,2008-02-19,69,2008
3WFTGIO6E3Xh4paEOBY9OU,,2008-11-24,79,2008
1gO4yXWqgAcGx7sZ2Av2LZ,,2008-05-06,56,2008
33e65SDeu5HhT5Iq7Gt2f4,,2008-01-01,52,2008
4BzHvHsnYTIEmrhh6zLDmt,,2008-08-28,67,2008
16B8kK28QgKIYTb7XyLMuj,,2008-11-17,49,2008
4ebodSLpRqbuQjpGlDZglH,,2008-01-01,71,2008
2d4tYx2ulDP1Kgudxsrs7B,,2008-04-01,62,2008
3i25LyQMQ1XF9u9ehPlxVR,,2008-12-10,46,2008
2ISXjEm0D4chvU2IDNvUqk,,2008-08-20,70,2008
1xTRYZDc7AwA7alqkUSgnP,,2008-12-16,50,2008
4Usx75m9IrKX0GBL8y6XZr,,2008-01-01,56,2008
6owfUdoDWVCB7S00NDKPKM,,2008,47,2008
7EJ0OT5ZqybXxcYRa6mccM,,2008-02-19,69,2008
49NR4iAFLGGtOpmGKEMtpK,,2008-02-08,52,2008
2fUdfKoSrzobcPZ4bCSmJR,,2008-04-14,55,2008
7j07WDJHBIEwhu7mkbT9bI,,2008-09-09,53,2008
43OpbkiiIxJO8ktIB777Nn,,2008-11-11,56,2008
6QtnCAFmqOwR75jOOmU7k9,,2008-01-01,75,2008
0IkjwZghU8V40BBRtos0pn,,2008-01-01,53,2008
5PfepkNWgRR2DI02Y8AawC,,2008-09-07,72,2008
6KOWjVP0mh5rOqmzm4tkPD,,2008-12-10,60,2008
3F3ssJx3jlQBOkD6EVM7Z1,,2008-01-01,43,2008
2PvvCXswfTBnTHDg3GIh9p,,2008-01-01,48,2008
4p64nRgh9PnMvojkk2Xj4t,,2008-01-01,52,2008
1GYDVFWPK1HFI3TRWmj7hr,,2008-11-25,50,2008
6QtnCAFmqOwR75jOOmU7k9,,2008-01-01,75,2008
3JSWZWeTHF4HDGt5Eozdy7,,2008-06-02,83,2008
2ISXjEm0D4chvU2IDNvUqk,,2008-08-20,70,2008
5XwXBRHD4t7yKAHY5Smb8j,,2008-10-14,62,2008
667dURZoPgZuQzWzHv4Stj,,2008-07-14,43,2008
7JeWY0pvC27pCgn5eiSeV6,,2008-08-12,74,2008
64aKkqxc3Ur2LYIKeS5osS,,2009-01-01,69,2009
1LShhEEKRT5MNPcO7jtYHh,,2009,74,2009
2FgknX5e7fJlriQtxvpLhZ,,2009,71,2009
7H814Cg8HV0qpoMheYbhNn,,2009-03-24,67,2009
2PDlvc7K51qC4Bkali3q0R,,2009-10-09,70,2009
2S8AWAM0nxyFy66YnUfIs3,,2009-01-01,73,2009
6rePArBMb5nLWEaY9aQqL4,,2009-11-05,78,2009
3lng6RAtdksQ2q02Fk5jaB,,2009-01-01,72,2009
2CUT0104gySOIvqwtXeFsX,,2009-09-08,78,2009
2CUT0104gySOIvqwtXeFsX,,2009-09-08,78,2009
06UoTVgpPiGnRPGjowrG3g,,2009-01-01,70,2009
0RySAmM6oDPGSE03X3dzi1,,2009-08-21,74,2009
2H66HrVR1UeMlAoSXpxUnk,,2009-01-01,71,2009
27UqZoE1kV6sIV6uQcI28A,,2009-09-28,73,2009
4828DYqqXoOl1bMPyh5c3S,,2009-10-02,68,2009
3vf65wfk1EEjVhy6BjENsS,,2009-01-01,69,2009
2S8AWAM0nxyFy66YnUfIs3,,2009-01-01,73,2009
47y3PbX8oIDCkYAFylCJz0,,2009-09-15,67,2009
7MZzYkbHL9Tk3O6WeD4Z0Z,,2009-05-15,74,2009
698AdfGuOthKXXvvHla9bf,,2009-08-11,63,2009
1ZXM9jY3Bsg12KXgwftBrO,,2009-09-08,71,2009
4828DYqqXoOl1bMPyh5c3S,,2009-10-02,68,2009
6DGZdMi124iOOih9GMlhN2,,2009-08-05,67,2009
2pLAOZiilrhOrTQNqrF8qr,,2009-01-01,73,2009
27UqZoE1kV6sIV6uQcI28A,,2009-09-28,73,2009
1LShhEEKRT5MNPcO7jtYHh,,2009,74,2009
3RPImDZ7Ihh5YR5iJh1gH1,,2009-09-29,62,2009
0mBvlBWI6TMDrWvQ8bKOKV,,2009-01-01,66,2009
0xG5b9nkWxKc5VTpo6Fq5I,,2009-05-25,68,2009
7uGmyYwDFJbSc1xs4hkEs2,,2009-11-20,72,2009
5wqJcLJsFqVg1lWowuyv3V,,2009-09-22,64,2009
1xGEbkqzqiCcUTBbasvShI,,2009-08-21,64,2009
5CKAAsmFCdmKq4fTtNdmHc,,2009-01-01,61,2009
0VJI3wpebzRyVHq0eZQidb,,2009-03-26,72,2009
6G2VFrsyr7jAiUYklrdKob,,2009-01-20,66,2009
3lng6RAtdksQ2q02Fk5jaB,,2009-01-01,72,2009
5u0OuxRnf3FzvZR07xAxL2,,2009,70,2009
57tmzh0hsnWU8znnvEWJbe,,2009-06-09,76,2009
0hDy52fqKwb2ZIjyNXGxan,,2009-01-01,64,2009
33YSJfsBkjN3yqcq18bdRi,,2009-09-07,63,2009
47enZlu6ssi5aFaAxHc0wt,,2009-03-24,59,2009
47y3PbX8oIDCkYAFylCJz0,,2009-09-15,67,2009
1ZXM9jY3Bsg12KXgwftBrO,,2009-09-08,71,2009
6MEv8dNtVbKDW1WG4Hk6WZ,,2009-02-03,70,2009
3ibdlhMmbFPMYoWvwHCzI3,,2009-02-02,68,2009
4RaAjieYFIZRF8uh6GY43r,,2009-08-27,67,2009
1xGEbkqzqiCcUTBbasvShI,,2009-08-21,64,2009
2S8AWAM0nxyFy66YnUfIs3,,2009-01-01,73,2009
2vBLKFrI1rZqB7VtGxcsR5,,2009-03-30,67,2009
1fc8tPf36cZhNYpNFrWh7o,,2009-01-01,68,2009
13pqUKo7eRvMKFGpfCGyEF,,2009-01-01,63,2009
2nqKKUI6G3YGYNyjqBxjmd,,2009-07-07,60,2009
2pLAOZiilrhOrTQNqrF8qr,,2009-01-01,73,2009
4FdIO8yB9bNtcWlRcStXvZ,,2009-01-01,58,2009
0RySAmM6oDPGSE03X3dzi1,,2009-08-21,74,2009
0eFHYz8NmK75zSplL5qlfM,,2009-09-10,70,2009
1ZXM9jY3Bsg12KXgwftBrO,,2009-09-08,71,2009
37iovsHz9HV9PPR2DLbNnC,,2009-01-01,62,2009
43lok9zd7BW5CoYkXZs7S0,,2009-09-18,77,2009
6tzQKMilI02kn1lzLklDI8,,2009-08-18,62,2009
00zN65JStpVnpJn9ckMsQI,,2009-08-31,67,2009
6Aormv05kybauFdXCzUEcH,,2009-09-01,60,2009
5t0lQDPLF22wmWCtSZkIVv,,2009-06-09,63,2009
3uczBfJFFSNjSiF8ScC1pA,,2009-09-24,61,2009
3CcCqXsbyjCDDSA3omcGoy,,2009,64,2009
6MEv8dNtVbKDW1WG4Hk6WZ,,2009-02-03,70,2009
0vv1zKShlm7WuawEup5Mf4,,2009-09-22,66,2009
3XQMgEnLQnOMkFaJA9w6sZ,,2009-05-24,62,2009
1AHZd3C3S8m8fFrhFxyk79,,2009-05-15,71,2009
2FgknX5e7fJlriQtxvpLhZ,,2009,71,2009
3lng6RAtdksQ2q02Fk5jaB,,2009-01-01,72,2009
55UhXq8grzHPga0we8mEL3,,2009-01-01,57,2009
645FRpimwu0b1isiY5M32J,,2009-09-15,56,2009
57tmzh0hsnWU8znnvEWJbe,,2009-06-09,76,2009
3lng6RAtdksQ2q02Fk5jaB,,2009-01-01,72,2009
0Rxab8t0y7GlaTJTHX2wEN,,2009-12-15,67,2009
7qtQYJc0H6s3CK4c7Gp8GR,,2009-01-01,62,2009
2v3xdUz73rd6Nness5SSIh,,2009-01-01,55,2009
4bQi4sDv5BugGpaQWJiEXa,,2009-01-20,58,2009
6DGZdMi124iOOih9GMlhN2,,2009-08-05,67,2009
6H51jH1SuzV6ca1VxW2Tmv,,2009,59,2009
0RySAmM6oDPGSE03X3dzi1,,2009-08-21,74,2009
7MZzYkbHL9Tk3O6WeD4Z0Z,,2009-05-15,74,2009
4HYlbaWDkCNXXNWQEYl9sV,,2009,58,2009
2S8AWAM0nxyFy66YnUfIs3,,2009-01-01,73,2009
6rePArBMb5nLWEaY9aQqL4,,2009-11-05,78,2009
0xG5b9nkWxKc5VTpo6Fq5I,,2009-05-25,68,2009
41TUivD915ztiKgyu99H9T,,2009-07-07,58,2009
4RaAjieYFIZRF8uh6GY43r,,2009-08-27,67,2009
27UqZoE1kV6sIV6uQcI28A,,2009-09-28,73,2009
5FK6borHO8QcztXhXCPn5H,,2009-01-01,67,2009
1cz8fhax6HNiCSE1uuV2Vs,,2009,69,2009
7JNBcWEv23JuyxNmDjR8ov,,2009-09-22,58,2009
0vv1zKShlm7WuawEup5Mf4,,2009-09-22,66,2009
2MyLXLijtCj7VKGzBM7dyW,,2009-09-11,56,2009
43lok9zd7BW5CoYkXZs7S0,,2009-09-18,77,2009
3MXDonOIzrIrCh0HvlACyj,,2009-10-06,65,2009
1jMTPWTHJhsZev04IbmyCC,,2009-09-08,57,2009
2FgknX5e7fJlriQtxvpLhZ,,2009,71,2009
6MEv8dNtVbKDW1WG4Hk6WZ,,2009-02-03,70,2009
7MZzYkbHL9Tk3O6WeD4Z0Z,,2009-05-15,74,2009
5FK6borHO8QcztXhXCPn5H,,2009-01-01,67,2009
44jrX3SThj7pFjOzUTLm85,,2009-08-31,60,2009
63irJwZoWLRUc1lBKtuxmQ,,2009-05-19,66,2009
1ZXM9jY3Bsg12KXgwftBrO,,2009-09-08,71,2009
64aKkqxc3Ur2LYIKeS5osS,,2009-01-01,69,2009
13pqUKo7eRvMKFGpfCGyEF,,2009-01-01,63,2009
2XfBjZ0ZwKMfwYJDX0JR1O,,2009-03-23,62,2009
6MEv8dNtVbKDW1WG4Hk6WZ,,2009-02-03,70,2009
3QmIn4Ilj5fV1eRbYzt21P,,2009-10-30,63,2009
1zCNrbPpz5OLSr6mSpPdKm,,2009-11-03,67,2009
2dL9Q5AtIv4Rw1L6lKcIUc,,2009-09-09,72,2009
1CAbmBdilHOVUGGiDjpCxp,,2009-09-16,63,2009
20Jf4Vb1V3MMv1QI1cKNNI,,2009-01-01,64,2009
2MUnPlYdNix2siWwPa22eo,,2009,60,2009
57tmzh0hsnWU8znnvEWJbe,,2009-06-09,76,2009
1LShhEEKRT5MNPcO7jtYHh,,2009,74,2009
43lok9zd7BW5CoYkXZs7S0,,2009-09-18,77,2009
2H66HrVR1UeMlAoSXpxUnk,,2009-01-01,71,2009
6RDOn06oitF2wzme2uWDX8,,2009-11-17,57,2009
5IEoiwkThhRmSMBANhpxl2,,2009-08-20,71,2009
3iLrVuA1k7onNmZTuUQH4u,,2009,58,2009
1rG5TDs3jYh6OU753I54CI,,2009-01-01,71,2009
3mNAV7P7KJzBxmrWfjtocw,,2009-01-01,55,2009
4h8seeFAi6iYhslcWIxTSG,,2009-03-06,61,2009
2S8AWAM0nxyFy66YnUfIs3,,2009-01-01,73,2009
4yo38BbmUi80kZOqHlRhNH,,2009-08-31,57,2009
1KLBdhphdiK82hYpAiw8DR,,2009-04-25,59,2009
5wqJcLJsFqVg1lWowuyv3V,,2009-09-22,64,2009
1ZsbydU029kxtOWFdOBm4l,,2009-04-10,55,2009
1CAbmBdilHOVUGGiDjpCxp,,2009-09-16,63,2009
6qLAqi2b2AfVBaLVesidfC,,2009-04-24,53,2009
3y4zsDJdS6o2oYprOn0XKp,,2009-01-01,63,2009
4LScr6kNKfExUuZeizmoDb,,2009-12-15,54,2009
4828DYqqXoOl1bMPyh5c3S,,2009-10-02,68,2009
4KJCTmDLyr3AYJAN8dBaKo,,2009,62,2009
0bKrYLZrKCH5qGzgwPxLcl,,2009-01-01,59,2009
27UqZoE1kV6sIV6uQcI28A,,2009-09-28,73,2009
4dBMwYZJ84lj8HRTdL8Toj,,2009-01-01,54,2009
